"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Piperopoulos P.","Piperopoulos, Panagiotis (17135894500)","17135894500","Tacit knowledge and emotional intelligence: the ‘intangible’ values of SMEs","2010","Strategic Change","19","3-4","","125","139","14","13","10.1002/jsc.863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883522795&doi=10.1002%2fjsc.863&partnerID=40&md5=41964ba05ab390c544ba092bacf4d7d6","In the present economic downturn, with financial assets that may be heavily devalued, the real value of the firm might come in the form of strategies for unleashing the creative and innovative power of the human mind?—?i.e., the development of an emotionally intelligent workforce. Copyright © 2010 John Wiley & Sons, Ltd.","","","Article","Final","","Scopus","2-s2.0-84883522795"
"Butscher S.A.; Vidal D.; Dimier C.","Butscher, Stephan A (6506408285); Vidal, David (26666340000); Dimier, Charles (35069138500)","6506408285; 26666340000; 35069138500","Managing hotels in the downturn: Smart revenue growth through pricing optimisation","2009","Journal of Revenue and Pricing Management","8","5","","405","409","4","13","10.1057/rpm.2009.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349557966&doi=10.1057%2frpm.2009.21&partnerID=40&md5=8f74524dde8f9bea3bf7d84f32e43d95","While the economic crisis worsens, the hotel industry is in for hard times, as occupancy and investment drop. However, there are a variety of levers at hotels disposal to stem revenue per available room (RevPAR) decrease. Most of these are to be found through a better use of pricing, as untapped opportunities remain in rate optimisation, customer loyalty schemes and bundling. This report outlines some of the pricing strategies hotels can take to maximise their revenues and profits, focusing on simple, transparent, and customer-oriented approaches, and shifting away from some of the complex, non-manageable revenue management schemes developed in recent years. © 2009 Palgrave Macmillan.","Bundling; Economic crisis; Hotel industry; Optimization; Pricing; Profits","","Article","Final","","Scopus","2-s2.0-70349557966"
"Song Y.; Gong Y.; Song Y.","Song, Yunxing (57761370000); Gong, Yuanyuan (57205060284); Song, Yan (35224016100)","57761370000; 57205060284; 35224016100","The impact of digital financial development on the green economy: An analysis based on a volatility perspective","2024","Journal of Cleaner Production","434","","140051","","","","12","10.1016/j.jclepro.2023.140051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180413114&doi=10.1016%2fj.jclepro.2023.140051&partnerID=40&md5=8ea582f33f278798aaa6f9cfda96e8c7","Without a doubt, green development is a consensus reached by most countries globally. However, detailed discussions on the impact of digital finance on green development remain scant among scholars. To address this gap, we first construct a Green Development Index for China. Utilizing provincial panel data from 2011 to 2019, we aim to evaluate the influence of digital finance on green development. Additionally, our research aimed to ascertain the ‘rebound’ effect of digital finance on green development, especially in terms of volatility. The results show that the development of digital finance has a positive impact on green development, but this impact is asymmetric, mainly exhibiting regional disparities and threshold effects. Moreover, digital finance can effectively suppress consumption volatility and the negative impact of green financial shocks on green development. Importantly, the smoothing effect of digital finance is particularly pronounced during downturn phases of the financial cycle. Further examination revealed the moderating roles of educational attainment, economic structure, R&D, and governmental intervention. Our findings underscore the pressing need for governmental authorities to prioritize economic transformation and R&D activities to amplify the synergistic benefits between digital finance and green growth. Concurrently, it's essential for governments to carefully evaluate their fiscal policies to ensure they do not inadvertently obstruct the path to sustainable green development. © 2023 The Authors","Consumption volatility; Digital financial development; Green credit volatility; Green economy","Economic and social effects; Economics; Consumption volatility; Digital financial development; Financial development; Green credit volatility; Green credits; Green economies; Panel data; Rebound-effect; Regional disparities; Threshold effect; Finance","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85180413114"
"Pagano M.S.","Pagano, Michael S. (7201963158)","7201963158","Crises, cronyism, and credit","2002","Financial Review","37","2","","227","256","29","13","10.1111/1540-6288.00013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144468285&doi=10.1111%2f1540-6288.00013&partnerID=40&md5=4b6512f3c3ddf8702f1c9da20bfb7405","This paper examines the effects of several potential explanatory factors related to the 1997-1998 East Asian crisis. We find that a crisis can improve a poorly functioning credit system by making domestic lending rates more responsive to market-based returns. We report that the responsiveness of short-term lending rates is directly related to the level of transparency in the economy. Thus, countries with greater transparency (less corruption) are more likely to make credit decisions based on market-wide forces rather than succumb to the influence of special interest groups. Nations with greater transparency also experience significantly shorter and less severe economic downturns. © 2002 by the Eastern Finance Association.","Commercial banks; Corruption; Credit allocation; Empirical analysis; Financial markets; International finance","","Article","Final","","Scopus","2-s2.0-31144468285"
"Costa Storti C.; Bretteville-Jensen A.L.; De Grauwe P.; Moeller K.; Mounteney J.; Stevens A.","Costa Storti, Claudia (23491837900); Bretteville-Jensen, Anne Line (35847532800); De Grauwe, Paul (6601959343); Moeller, Kim (25951570800); Mounteney, Jane (6507485038); Stevens, Alex (7202107854)","23491837900; 35847532800; 6601959343; 25951570800; 6507485038; 7202107854","The Double Effect of COVID-19 Confinement Measures and Economic Recession on High-Risk Drug Users and Drug Services","2021","European Addiction Research","27","4","","239","241","2","12","10.1159/000513883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100016495&doi=10.1159%2f000513883&partnerID=40&md5=be204361709efc687b7c97ff1fc30a51","The ongoing COVID-19 pandemic is likely to have a profound impact on the lives of high-risk drug users and on the services responding to their needs in at least two important ways: first, through the restrictive measures introduced to mitigate the spread of the virus and, second, as a result of extensive economic downturn. Currently there is great uncertainty as to the future intensity and duration of the pandemic. In addition, the lessons we have been able to learn from previous economic downturns may be of limited applicability to the current situation, which differs in a number of significant respects. Experience nevertheless suggests that the potential consequences for drug users' health and well-being may be severe. The ongoing uncertainty serves to underline the importance of close monitoring of the drug situation and preparing flexible and innovative solutions to be able to meet new challenges which may arise.  © 2021 S. Karger AG, Basel.","COVID-19; Economic recession; High-risk drug use; Opioids; Substance abuse","COVID-19; Crisis Intervention; Drug Users; Economic Recession; Health; Humans; Pandemics; Physical Distancing; Substance-Related Disorders; Uncertainty; coronavirus disease 2019; economic crisis; economic recession; gross national product; harm reduction; health service; high risk population; human; injection drug user; lockdown; medical ethics; pandemic; Review; wellbeing; crisis intervention; drug dependence; drug use; economic recession; economics; health; prevention and control; psychology; uncertainty","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85100016495"
"McCausland W.D.; Theodossiou I.","McCausland, W.D. (6602474485); Theodossiou, I. (6701667694)","6602474485; 6701667694","The consequences of fiscal stimulus on public debt: A historical perspective","2016","Cambridge Journal of Economics","40","4","","1103","1116","13","13","10.1093/cje/bev059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991490357&doi=10.1093%2fcje%2fbev059&partnerID=40&md5=c563bc148f389b169b20c3afd1b76ccc","The current policy agenda of neoclassical macroeconomics, as expressed within conservative political circles in the UK and European Union, is that fiscal contraction is the lever that can bring about recovery from the current economic downturn. Allegedly, the reason is that when business sees that the government balance sheet is improving-and public debt declining-there will be greater confidence in the country's economic prospects, and this increased confidence will lead to higher investment. This in turn will lead to growth and the road to economic recovery. This study examines the impact of government stance on public debt for 11 OECD countries for which data on the relevant factors are available from 1881 to 2011. Contrary to traditional predictions, it turns out that over this long historical span, fiscal contractions deteriorated rather than improved public debt as a percentage of GDP. This implies that fiscal austerity exacerbates the lack of demand and deteriorates rather than enhances the prospects of economic recovery. © The Author 2015. Published by Oxford University Press on behalf of the Cambridge Political Economy Society. All rights reserved.","Debt; Deficit; Inequality","budget deficit; debt; economic growth; fiscal policy; Gross Domestic Product; historical perspective; OECD","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84991490357"
"Taalbi J.","Taalbi, Josef (57193756140)","57193756140","Innovation in the long run: Perspectives on technological transitions in Sweden 1908–2016","2021","Environmental Innovation and Societal Transitions","40","","","222","248","26","12","10.1016/j.eist.2021.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112532227&doi=10.1016%2fj.eist.2021.07.003&partnerID=40&md5=1a323a43e7b85291840db9c92234bb37","There are fundamental unresolved questions about the nature of the long-run interplay between innovation and economic development processes. This study examines technological transitions in Sweden, 1908–2016, using a new literature-based innovation output indicator for the engineering industry, allowing a mixed-methods approach. The results suggest that waves of innovation have taken place during periods of investment downturns and structural crises during the 1930s, 1970s, and 2010s. Closer examination indicates that landscape pressure alone cannot explain the pattern. Rather, the pattern can be explained by multi-regime interactions: infrastructure and industry rationalization, acting as a fertile ground for breakthrough innovations when the crisis breaks out. The results support a historical interpretation of long-run transitions in terms of development blocks and three industrial revolutions, with implications for the assessment of current sustainable transitions. This suggests a crucial role for infrastructures and interactions between socio-technical systems, not least between digital and renewable energy technology. © 2021 The Author(s)","Development blocks; Innovation; Technological transitions; Wavelet analysis","Sweden; Indicator indicator; alternative energy; economic development; innovation; landscape ecology; sustainability","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85112532227"
"Gao J.; Hu J.","Gao, Jianbo (7404476150); Hu, Jing (57198193830)","7404476150; 57198193830","Financial crisis, Omori's law, and negative entropy flow","2014","International Review of Financial Analysis","33","","","79","86","7","13","10.1016/j.irfa.2013.07.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902075401&doi=10.1016%2fj.irfa.2013.07.013&partnerID=40&md5=49eb24cfa46901de427033989e563504","The 2008 global financial crisis has revived great interest in early warning system (EWS) models for reducing the risks of future crises. Existing EWS models employ aggregated variables that cannot examine the nonlinear dynamics of participating players on scales smaller than a country in unstable, non-equilibrium economies. To help understand the mechanism of financial crises and identify new robust indicators for financial crises and economic recessions, in this work, we take an ""anatomical"" approach, i.e., to examine the income structures of different sectors of an economy separately, as well as to analyze the exposure networks associated with Fannie Mae/Freddie Mac, Lehman Brothers, and American International Group. We show that the losses in exposure networks can be modeled by a two-parameter Omori-law-like distribution for earthquake aftershocks. Such a distribution suggests that losses will be widespread around crises or recessions. Indeed, around crises or recessions, the heavy-tailed distributions for the negative income cluster are even heavier than those for the positive income cluster. Consequently, the entropies associated with the distribution of the negative income cluster exceed that of the positive income cluster. Moreover, instability propagates from the crisis initiating sector to other sectors. Therefore, the anatomical approach developed here can indeed shed some light on the detailed dynamics of financial crises and economic recessions, and the distribution and entropy approaches can help predict economic downturns. © 2013 Elsevier Inc.","Distribution analysis; Earthquake; Entropy; Financial crises; Omori's law","","Article","Final","","Scopus","2-s2.0-84902075401"
"Dale A.","Dale, Ann (8988623200)","8988623200","Agency: Individual 'Fit' and sustainable community development","2014","Community Development Journal","49","3","bst055","426","440","14","12","10.1093/cdj/bst055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902983734&doi=10.1093%2fcdj%2fbst055&partnerID=40&md5=e0c39acbdeb0828a8eefc7f889099467","What makes one community survive an economic downturn, whilst others collapse? What gives one individual the ability to transcend a personal tragedy, whilst others hit the street? Many authors write about the importance of networks and social capital; this article explores the concept of agency, considered an a priori condition, at the individual level, for the mobilization of social capital and network formation. © Oxford University Press and Community Development Journal. 2013 All rights reserved.","","community development; social capital; social network; sustainable development","Article","Final","","Scopus","2-s2.0-84902983734"
"Rostek K.; WIŚNIEWSKI M.; Kucharska A.","Rostek, Katarzyna (55258169300); WIŚNIEWSKI, Michał (57055176300); Kucharska, Agnieszka (57195081902)","55258169300; 57055176300; 57195081902","Cloud Business Intelligence for Smes Consortium","2012","Foundations of Management","4","1","","105","122","17","12","10.2478/fman-2013-0006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025249716&doi=10.2478%2ffman-2013-0006&partnerID=40&md5=eb4a399181f3c7b87461a61052f1854a","Business Intelligence technology for over 20 years is the market leader in analytical processing of data. As numerous market researches demonstrate Business Intelligence has substantial affect on global competitiveness of enterprises and on the stability of their position in the market, which is particularly important in times of economic downturn. Although main users of this technology are large companies and corporations, software vendors are still looking for solutions that are also available for the SME (Small and Middle Enterprises) sector and non-profit enterprises. One option available recently is possibility to use Cloud Computing environment. The article considers the opportunities and risks posed by the organization of Cloud Business Intelligence system on the example of using it in SME sector. © 2012, Versita. All rights reserved.","Business Intelligence technology; Cloud Business Intelligence concept; Cloud Computing framework; opportunities and limitations; SMEs","","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85025249716"
"Yang S.; Ding D.; Sun C.","Yang, Shaoyan (57926402800); Ding, Duodong (57925783800); Sun, Churen (57211229296)","57926402800; 57925783800; 57211229296","Does Innovative City Policy Improve Green Total Factor Energy Efficiency? Evidence from China","2022","Sustainability (Switzerland)","14","19","12723","","","","11","10.3390/su141912723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139781623&doi=10.3390%2fsu141912723&partnerID=40&md5=69946aba450188a2c7e8305a4d41fcde","Relying on innovation to drive green energy efficiency improvement has emerged as the key to achieving the Sustainable Development Goals (SDGs) under the pressure of the global economic downturn and carbon emission reduction targets. Using the multi-period difference-in-difference (DID) method and panel data of the 282 cities between 2004 and 2019, this study evaluates and examines the effects, channels, and heterogeneity of the impact of the national innovative city pilot policy (NICPP) on the green total factor energy efficiency (GTFEE). The results are as follows: (1) the baseline regression results show that the NICPP has a positive impact on GTFEE, and the conclusions are still valid after robustness tests and instrumental variables approach to solve endogeneity problems; (2) channel tests show that the NICPP can enhance GTFEE through three channels: industrial structure transformation, green technology innovation, and resource allocation improvement; (3) heterogeneity analysis shows that the NICPP is more effective in improving GTFEE in cities with rich science and education resources, newer industrial bases, and higher initial industrial concentration. This study offers encouraging empirical support and policy implications for employing innovative city policies to improve GTFEE, cities should adapt to local conditions to encourage sustainable development-oriented innovation, industrial clustering, and optimize the market-based allocation of energy. © 2022 by the authors.","difference-in-differences; green technology innovation; green total factor energy efficiency; innovative cities","China; emission control; energy efficiency; environmental policy; innovation; Sustainable Development Goal","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85139781623"
"Zuo J.; Zillante G.; Xia B.; Chan A.; Zhao Z.","Zuo, Jian (23020460400); Zillante, George (34168518900); Xia, Bo (35604946500); Chan, Albert (56844258500); Zhao, Zhenyu (23394288000)","23020460400; 34168518900; 35604946500; 56844258500; 23394288000","How Australian construction contractors responded to the economic downturn","2015","International Journal of Strategic Property Management","19","3","","245","259","14","12","10.3846/1648715X.2015.1052588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944274044&doi=10.3846%2f1648715X.2015.1052588&partnerID=40&md5=1ef1c878dc84397d7c2dcb0ecd3c4914","The Global Financial Crisis (GFC) in 2008 had a significant impact on the world economy and the construction industry was no exception. This study investigates the major impacts of the 2008 GFC on the Australian construction industry and, in particular how the Australian construction contractors responded to the economic downturn. A total of 35 senior managers from the Top 100 Australian construction companies were interviewed. The findings indicate that construction companies, particularly the large ones were not affected in any significant way but are expecting some difficult financial times over the next few years and are taking actions to minimize the upcoming adverse impacts. The most common strategy adopted by Australian construction contractors is to concentrate on core business while avoiding aimless bidding. Similarly, great focus is placed on retaining human resources in order to maintain the skill set so that the company can respond quickly when market conditions improves. The research findings will provide construction contractors with insights on how to establish and sustain competitive advantages during economic slowdown and become more resilient in the future. © 2015 Vilnius Gediminas Technical University (VGTU) Press.","Actions; Australia; Construction contractors; Economic downturn; GFC","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84944274044"
"Suzuki M.","Suzuki, Masao (56160835200)","56160835200","Important or impotent? Taking another look at the 1920 California Alien Land Law","2004","Journal of Economic History","64","1","","125","143","18","12","10.1017/s0022050704002621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942499452&doi=10.1017%2fs0022050704002621&partnerID=40&md5=7f55aa3e4b3daad0159f9ca1be5ec742","Opposition to Japanese immigration led to Alien Land Laws that barred Japanese immigrants from buying or leasing farmland. Although there is general agreement that the 1913 California Alien Land Law had little impact, historians and social scientists have differed over the effectiveness of the 1920 initiative, which closed loopholes in the earlier law. Census data show a decline in Japanese American agriculture over the short and long run, which cannot be fully explained by the agricultural downturn of the 1920s. This evidence indicates that the 1920 California Alien Land Law had negative consequences for Japanese immigrant farmers. © The Economic History Association. All rights reserved.","","California; North America; United States; agricultural land; immigrant population; legal system; planning history; planning legislation","Article","Final","","Scopus","2-s2.0-1942499452"
"Wallo A.; Kock H.; Nilsson P.","Wallo, Andreas (55360294400); Kock, Henrik (22957981200); Nilsson, Peter (55453594400)","55360294400; 22957981200; 55453594400","Accelerating and braking in times of economic crisis: Organisational learning in a top management team","2012","European Journal of Training and Development","36","9","","930","944","14","12","10.1108/03090591211280973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868534349&doi=10.1108%2f03090591211280973&partnerID=40&md5=344d51c39b8cc04a4218a23ca2529e8f","Purpose: The purpose of this article is to present the results of a study of an industrial company's top management team (TMT) that fought to survive an economic crisis. Specifically, the article seeks to focus on describing the TMT's composition, group processes, and work during a period of high external pressure; analysing the TMT's work in terms of an organisational learning process; and discussing factors that may have enabled the TMT to make appropriate strategic decisions during the crisis. Design/methodology/approach: The empirical foundation of this article is a longitudinal case study of a Swedish industrial company during the economic recession of the late 2000s. Data were collected through observations of meetings involving the TMT from 2009 to 2011 and through semi-structured interviews with TMT managers. Findings: Two empirical themes - ""accelerating"" and ""braking"" - illustrate actions taken by the TMT during the crisis. Accelerating involves activities aimed at accelerating the company out of the downturn, whereas braking involves activities aimed at reducing costs. The findings suggest that the TMT exhibited the ability to handle processes of exploration and exploitation during the crisis and that learning occurred at the individual, group, and organisational levels. Practical implications: A practical implication of this study is the importance for TMTs to work simultaneously with processes of exploration and exploitation when fighting to survive an economic crisis and to designate time for learning processes in daily work. Originality/value: The study contributes to the field by empirically showing the processes of organisational learning in practice and by highlighting the relevance of organisational learning research to understanding the performance and work of top management teams in organisations. © Emerald Group Publishing Limited.","Ambidextrous organizations; Economic crisis; Economic cycles; Exploitation; Exploration; Learning; Organizational learning; Senior management; Sweden; Top management team","","Article","Final","","Scopus","2-s2.0-84868534349"
"Czyzewski B.; Majchrzak A.","Czyzewski, Bazyli (57188840293); Majchrzak, Adam (57193273662)","57188840293; 57193273662","Economic size of farms and adjustments of the total factor productivity to the business cycle in Polish agriculture","2017","Agricultural Economics (Czech Republic)","63","2","","93","102","9","11","10.17221/240/2015-AGRICECON","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014791516&doi=10.17221%2f240%2f2015-AGRICECON&partnerID=40&md5=d5223dc8bfe0da768480f97ffe88a579","The article presents an approach to changes in the total factor productivity (TFP) which differs from that generally found in the literature. Changes are calculated in the real terms using the detailed input-output matrices for representative farms in Poland, for different economic size classes, in the years 2007–2013. Input-output matrices were used for the decomposition of the Hicks-Moorsteen TFP index. The goal is to evaluate changes in the real TFP in the downturn and recovery phases of the business cycle in agriculture. It was found that the reaction of TFP to business cycle changes on “small”, “medium” and even “large” family farms in Poland is diametrically opposite to that observed in the case of large- -scale farms. More than 90% of farms in Poland (except for the largest) increase technical productivity in the conditions of the economic downturn and lower it in the conditions of the economic recovery. Such behaviour is pro-cyclic and irrational, alluding to the 17th-century King’s effect, which is vanishing in the agricultural systems of highly developed countries. The hypothesis is proposed that the size of the price expectation error which causes that effect is negatively correlated with the economic size of the farm, but at the same time it is proportional to the percentage of agricultural income obtained from subsidies and other payments under the SAPS system. © 2017, Agricultural Economics. All rights reserved.","Agriculture; Business cycle; CAP; Input-output analysis; TFP","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85014791516"
"Lehmann H.; Zaiceva A.","Lehmann, Hartmut (7402884515); Zaiceva, Anzelika (25961102700)","7402884515; 25961102700","Redefining informality and measuring its determinants: Evidence from the Russian labour market","2015","Journal of International Development","27","4","","464","488","24","12","10.1002/jid.3062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928585561&doi=10.1002%2fjid.3062&partnerID=40&md5=cb57985182f374b5383d302b288c43d4","Although informality impacts countries' economic development, the recent recession may have increased the incidence of informal activities. We take advantage of a rich data set on Russia before and after the economic downturn and demonstrate that the incidence of informal employment varies across the definitions. However, the determinants of informal employment are roughly stable across different measures, apart from firm size. Employing a direct measure of risk attitudes, we also show that risk-averse individuals are less likely to select themselves into informality. Regressions suggest a lower likelihood to be a formal employee post-2008, especially for individuals with little education and immigrants. © 2015 John Wiley & Sons, Ltd.","Determinants; Informal activities; Informality; Recession; Russia","Russian Federation; economic development; employment; firm size; labor market; regression analysis","Article","Final","","Scopus","2-s2.0-84928585561"
"Zimmerman E.; Stone D.","Zimmerman, Erin (56235732400); Stone, Diane (7403158870)","56235732400; 7403158870","Asean think tanks, policy change and economic cooperation: From the asian financial crisis to the global financial crisis","2018","Policy and Society","37","2","","260","275","15","11","10.1080/14494035.2017.1397394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064111914&doi=10.1080%2f14494035.2017.1397394&partnerID=40&md5=90b33e21c58217cb49e6a3a212ffcd3d","Using discourse institutionalism this article traces how Asian think tanks have provided valuable input for informing and articulating alternative economic narratives in the wake of the 1997 Asian Financial Crisis (AFC) and the Global Financial Crisis (GFC) of 2007–2008. Starting with the AFC, think tanks began to cultivate a move away from dominant western economic policy approaches towards more ‘Asian’-style solutions. These solutions included new policy programmes focused on creating ‘sustainable and balanced’ economic growth and protecting vulnerable populations from the negative impacts of financial downturns. Regulatory and institutional changes reflecting these new narratives helped shelter the Asian financial sector during the GFC a decade later. The GFC also created additional critical junctures permitting think tanks to coordinate new policy solutions concerning financial regulation and foster an emerging regional economic identity. © 2017 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","ASEAN; Discourse institutionalism; Financial crisis; Policy narrative; Think tanks","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85064111914"
"Gordon I.R.","Gordon, Ian R. (55233309400)","55233309400","Quantitative easing of an international financial centre: How central London came so well out of the post-2007 crisis","2016","Cambridge Journal of Regions, Economy and Society","9","2","","335","353","18","12","10.1093/cjres/rsw012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991510997&doi=10.1093%2fcjres%2frsw012&partnerID=40&md5=a384034d904c42542ec409ec6e1806b9","This article documents and seeks to explain the remarkably positive employment trends of a central area of London in the years since the onset of the financial crisis. The volatility of this economy since the 1980s had suggested the likelihood of a sharp loss of jobs, maybe followed by a strong bounce-back, if the finance sector could overcome reputational damage from its role in the debacle of 2007-2008. In fact this area proved both the most resilient in the downturn and the most dynamic in the upturn, accounting for all or most net job gains in the UK. This article considers three types of explanation for this positive outcome, in terms of: fundamental economic strengths allowing it to keep going through generally tough times; an advantaged position in relation to elite choices about resource allocation and restructuring in the face of a general fiscal/commercial squeeze; and (less conventionally) the impact of massive support to/through the banking sector, in first mitigating impacts of the downturn for the financial centre, and then fuelling another global city boom. The last of these is argued to be key to understanding not only why central London has done so well since the crisis, but how it is still liable to be 'the capital of boom and bust'. © The Author 2016. Published by Oxford University Press on behalf of the Cambridge Political Economy Society.","financial centre; global city; monetary policy; regional economic fluctuation; spatial imbalance; speculation","England; London [England]; United Kingdom; banking; financial crisis; financial system; monetary policy; quantitative analysis; regional economy","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84991510997"
"Berg J.; Contreras D.","Berg, Janine (11639481000); Contreras, Dante (7006727177)","11639481000; 7006727177","Political-economic regime and the wage curve: Evidence from Chile, 1957-96","2004","International Review of Applied Economics","18","2","","151","165","14","12","10.1080/0269217042000186651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442493186&doi=10.1080%2f0269217042000186651&partnerID=40&md5=8f864bb1b5d4c0966f4c8dfbd14f4cad","This paper tests whether a wage curve-a negative relationship between the level of unemployment and the level of pay-existed in Chile during 1957-96. The analysis is divided into two periods. For 1957-73, during inward-led development, we reject the existence of a wage curve. For 1974-96, when the economy opened, state-run industries were privatised and labour rights weakened, we find a wage curve of -0.08. Based on this finding we conclude that the unemployment-pay elasticity in the post-reform period is similar to the -0.07 to -0.10 wage curve found in other western, capitalist countries. Disaggregating the analysis by group, we find that women, non-university educated workers and public sector workers have suffered more from unemployment. Yet informal sector workers have not experienced pay drops as a result of unemployment, contradicting the hypothesis that the informal sector acts as a buffer during economic downturns. © 2004 Taylor and Francis Ltd.","Chile; Inequality; Unemployment; Wage curve","Chile; South America; informal sector; political economy; unemployment; wage determination","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-2442493186"
"Chakrabarty B.; Lee S.B.; Singh N.","Chakrabarty, Bidisha (22978499600); Lee, Sang Bong (57195593666); Singh, Nitish (55348328100)","22978499600; 57195593666; 55348328100","Doing good while making money: Individual investor participation in socially responsible corporations","2017","Management Decision","55","8","","1645","1659","14","11","10.1108/MD-01-2017-0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028993639&doi=10.1108%2fMD-01-2017-0005&partnerID=40&md5=29c44293c9940cf8ffc450f79a290456","Purpose: The purpose of this paper is to examine the performance of exchange traded funds (ETFs) that hold corporate social responsibility (CSR) stocks and compare their risk-return characteristics with the market. Design/methodology/approach: The authors use the Sharpe ratio and Jensen’s α from multivariate regressions to perform a multi-country study to examine how CSR-oriented ETFs perform against global, national, and regional market indexes. The authors examine paired groupings of each CSR-oriented ETF with its corresponding index after appropriate risk adjustments. Findings: The authors find that CSR-oriented ETFs’ perform similar to their market indexes. Thus, individual investors can earn comparable returns while investing in CSR-oriented ETF, indicating that they can indeed do “good” while not missing out on returns. However, the authors also find that unlike the previously documented buffer effects that CSR-oriented firms enjoy, CSR-oriented ETFs do not outperform their market indexes during economic downturns. Thus, CSR-oriented ETFs are not safe havens for individual investors during times of economy-wide slumps. Research limitations/implications: The main limitation of this study is its limited sample size. Because the authors use novel hand-collected data, the authors have 11 CSR-focused ETFs with their corresponding indexes. Originality/value: To the authors’ knowledge, this is the first study that examines individual investor participation using CSR-oriented ETFs. The study is made possible by hand-collected data on CSR-related ETFs which identify in detail the composition of each of these ETFs, and the findings highlight how individual investors can promote CSR while also making sound investments. © 2017, © Emerald Publishing Limited.","Corporate responsibility; Corporate social responsibility (CSR); ETF; Socially responsible investments (SRI)","","Article","Final","","Scopus","2-s2.0-85028993639"
"Wang L.; Zheng J.","Wang, Liming (37014124600); Zheng, Jianghai (7403975719)","37014124600; 7403975719","China's rise as a new paradigm in the world economy: Preliminaries","2012","Journal of Chinese Economic and Business Studies","10","4","","301","312","11","12","10.1080/14765284.2012.724979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871353188&doi=10.1080%2f14765284.2012.724979&partnerID=40&md5=02923744f09a26bd05f0553acc9bab75","Drawing on the fast growing literature concerning Chinese development and transition, we sketch a general framework for understanding the 'China Miracle' that the 'conventional wisdom' and 'Washington Consensus' cannot fully explain. Reflecting upon the recent financial crisis and the subsequent worldwide economic downturn, an attempt is made to present a paradigm, inspired by Chinese practice over the past decades, from a historical perspective. We conjecture that a desirable China model may maintain the characteristics of a good economy as proposed in Phelps (2006) with full employment and rights to personal development. With regard to the functioning of freely competitive markets and macroeconomic policy, not only should a China model be able to mimic the rule of law and accountability of liberal western democracies, but it might also possess a mainstream ideology that is deeply rooted in Chinese culture with modern social sciences as theoretical foundations. To divest China of undesirable properties from the existing system, it is necessary to establish a principle-agent relationship that can provide stable governance structure for day-to-day efficient management of the economy and society, and protect the fundamental interests of its citizens when external challenges threaten to weaken social cohesion and political stability. © 2012 Copyright Taylor and Francis Group, LLC.","China model; conventional wisdom; world economy","","Article","Final","","Scopus","2-s2.0-84871353188"
